<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.11.16	17:20:00	91014	91102	90983	91040	5594	21004	1
2018.11.16	17:25:00	91035	91081	90983	91055	5584	20966	1
2018.11.16	17:30:00	91055	91102	90994	91045	5045	19736	1
2018.11.16	17:35:00	91050	91215	90999	91137	8840	32837	1
2018.11.16	17:40:00	91143	91184	91081	91122	5251	18792	1
2018.11.16	17:45:00	91127	91184	91086	91107	4129	15120	1
2018.11.16	17:50:00	91112	91261	91107	91235	5546	22170	1
2018.11.16	17:55:00	91235	91446	91235	91435	6346	27396	1
2018.11.16	18:00:00	91435	91461	91348	91358	4223	15978	1
2018.11.16	18:05:00	91358	91369	91220	91286	2886	13772	1
2018.11.19	09:00:00	91091	91117	90865	90896	8584	23701	1
2018.11.19	09:05:00	90886	90922	90788	90901	9150	23710	1
2018.11.19	09:10:00	90901	90963	90798	90814	6564	17117	1
2018.11.19	09:15:00	90809	90917	90742	90881	10438	29021	1
2018.11.19	09:20:00	90881	90927	90768	90778	7852	22027	1
2018.11.19	09:25:00	90778	90809	90711	90742	7561	20594	1
2018.11.19	09:30:00	90737	90788	90639	90701	8950	24538	1
2018.11.19	09:35:00	90696	90762	90665	90701	7295	22530	1
2018.11.19	09:40:00	90696	90747	90649	90716	6024	17110	1
2018.11.19	09:45:00	90716	90783	90701	90747	6173	15578	1
2018.11.19	09:50:00	90752	90906	90721	90855	10776	29337	1
2018.11.19	09:55:00	90860	90917	90783	90875	7724	21173	1
2018.11.19	10:00:00	90875	90901	90603	90665	18667	48559	1
2018.11.19	10:05:00	90665	90701	90583	90655	11897	32449	1
2018.11.19	10:10:00	90660	90665	90490	90500	12896	37794	1
2018.11.19	10:15:00	90495	90547	90362	90367	14918	45535	1
2018.11.19	10:20:00	90367	90418	90259	90387	15543	47775	1
2018.11.19	10:25:00	90387	90459	90305	90434	13858	39064	1
2018.11.19	10:30:00	90439	90480	90408	90459	7859	22366	1
2018.11.19	10:35:00	90464	90500	90393	90449	9011	27200	1
2018.11.19	10:40:00	90449	90552	90439	90521	8507	25859	1
2018.11.19	10:45:00	90521	90547	90408	90428	10592	33146	1
2018.11.19	10:50:00	90434	90485	90357	90439	10638	32467	1
2018.11.19	10:55:00	90439	90521	90387	90464	10987	32157	1
2018.11.19	11:00:00	90459	90619	90449	90588	13046	37168	1
2018.11.19	11:05:00	90593	90675	90536	90644	10326	28674	1
2018.11.19	11:10:00	90644	90932	90634	90901	20731	60239	1
2018.11.19	11:15:00	90901	91009	90855	90901	15352	49137	1
2018.11.19	11:20:00	90896	90937	90824	90891	10173	30171	1
2018.11.19	11:25:00	90891	90906	90793	90824	7662	23304	1
2018.11.19	11:30:00	90824	90829	90691	90726	10057	33485	1
2018.11.19	11:35:00	90726	90747	90634	90644	8468	25024	1
2018.11.19	11:40:00	90649	90649	90403	90449	16196	50859	1
2018.11.19	11:45:00	90449	90511	90403	90485	11512	35342	1
2018.11.19	11:50:00	90480	90500	90290	90321	14980	46232	1
2018.11.19	11:55:00	90321	90393	90182	90367	18531	59521	1
2018.11.19	12:00:00	90362	90500	90315	90341	14335	41220	1
2018.11.19	12:05:00	90341	90372	90285	90341	8342	25706	1
2018.11.19	12:10:00	90346	90423	90290	90398	8003	24959	1
2018.11.19	12:15:00	90398	90418	90336	90341	4412	13734	1
2018.11.19	12:20:00	90341	90475	90300	90459	8642	25862	1
