<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.04.22	16:10:00	95370	95410	95310	95365	10386	43219	1
2019.04.22	16:15:00	95370	95370	95275	95330	13091	53163	1
2019.04.22	16:20:00	95330	95330	95230	95245	11282	48335	1
2019.04.22	16:25:00	95245	95390	95225	95350	13603	57169	1
2019.04.22	16:30:00	95350	95375	95280	95295	7344	30260	1
2019.04.22	16:35:00	95295	95350	95185	95215	14118	59927	1
2019.04.22	16:40:00	95215	95275	95180	95245	9942	46811	1
2019.04.22	16:45:00	95245	95245	95105	95235	15355	66258	1
2019.04.22	16:50:00	95235	95340	95225	95295	13373	52951	1
2019.04.22	16:55:00	95295	95325	95240	95290	6677	26423	1
2019.04.22	17:00:00	95290	95370	95260	95330	9238	34736	1
2019.04.22	17:05:00	95335	95385	95315	95350	6120	25160	1
2019.04.22	17:10:00	95350	95425	95330	95355	8103	34441	1
2019.04.22	17:15:00	95355	95375	95320	95320	3501	14643	1
2019.04.22	17:20:00	95320	95380	95245	95365	9068	37406	1
2019.04.22	17:25:00	95365	95400	95340	95365	4823	19618	1
2019.04.22	17:30:00	95370	95425	95350	95375	5115	18569	1
2019.04.22	17:35:00	95375	95395	95340	95365	2834	9675	1
2019.04.22	17:40:00	95365	95380	95335	95340	4038	12188	1
2019.04.22	17:45:00	95340	95350	95265	95275	4075	12337	1
2019.04.22	17:50:00	95280	95380	95245	95350	3950	13131	1
2019.04.23	09:00:00	95700	95840	95650	95795	16864	52970	1
2019.04.23	09:05:00	95795	95815	95710	95730	13269	39913	1
2019.04.23	09:10:00	95725	95795	95715	95780	9087	31824	1
2019.04.23	09:15:00	95780	95945	95780	95900	22400	66429	1
2019.04.23	09:20:00	95905	95925	95860	95875	8970	30837	1
2019.04.23	09:25:00	95875	95970	95860	95945	12783	40670	1
2019.04.23	09:30:00	95945	96025	95905	96000	17443	56741	1
2019.04.23	09:35:00	96000	96025	95970	95995	9738	29056	1
2019.04.23	09:40:00	96000	96010	95880	95890	17222	59096	1
2019.04.23	09:45:00	95895	95905	95825	95865	17453	54295	1
2019.04.23	09:50:00	95870	95905	95810	95835	17726	54811	1
2019.04.23	09:55:00	95835	95890	95790	95860	15406	50590	1
2019.04.23	10:00:00	95855	96125	95840	96040	38874	117132	1
2019.04.23	10:05:00	96045	96190	96040	96175	25550	77554	1
2019.04.23	10:10:00	96175	96265	96090	96255	29300	97029	1
2019.04.23	10:15:00	96255	96325	96210	96270	22934	76772	1
2019.04.23	10:20:00	96270	96345	96210	96265	19039	69313	1
2019.04.23	10:25:00	96260	96365	96235	96350	15184	57664	1
2019.04.23	10:30:00	96355	96440	96250	96415	29155	100834	1
2019.04.23	10:35:00	96410	96585	96380	96575	32477	119704	1
2019.04.23	10:40:00	96575	96870	96570	96805	45196	166674	1
2019.04.23	10:45:00	96810	96850	96700	96720	19861	73404	1
2019.04.23	10:50:00	96715	96740	96625	96645	18677	71063	1
2019.04.23	10:55:00	96645	96755	96605	96620	19977	73869	1
2019.04.23	11:00:00	96615	96740	96525	96635	32538	117580	1
2019.04.23	11:05:00	96630	96725	96580	96670	17372	64368	1
2019.04.23	11:10:00	96675	96690	96565	96580	13208	53798	1
2019.04.23	11:15:00	96585	96620	96500	96555	20046	71454	1
2019.04.23	11:20:00	96555	96665	96520	96600	19255	75052	1
2019.04.23	11:25:00	96600	96605	96410	96440	25162	94256	1
2019.04.23	11:30:00	96445	96455	96145	96200	35880	139406	1
2019.04.23	11:35:00	96195	96275	96120	96175	27014	103985	1
2019.04.23	11:40:00	96175	96255	96150	96240	16583	64732	1
2019.04.23	11:45:00	96240	96325	96200	96230	21422	81856	1
2019.04.23	11:50:00	96225	96295	96170	96275	15782	65418	1
2019.04.23	11:55:00	96280	96385	96240	96300	18786	75936	1
2019.04.23	12:00:00	96295	96600	96175	96515	45992	179137	1
2019.04.23	12:05:00	96515	96790	96480	96690	30562	116805	1
2019.04.23	12:10:00	96685	96740	96585	96640	20457	77386	1
2019.04.23	12:15:00	96645	96730	96595	96660	16623	68948	1
2019.04.23	12:20:00	96660	96835	96655	96785	26708	104684	1
2019.04.23	12:25:00	96785	96835	96720	96755	17349	70311	1
2019.04.23	12:30:00	96755	97125	96725	97070	37714	144515	1
2019.04.23	12:35:00	97065	97100	96875	96915	20158	78297	1
2019.04.23	12:40:00	96920	97030	96810	96995	18162	67161	1
2019.04.23	12:45:00	97000	97050	96880	96935	13489	57024	1
2019.04.23	12:50:00	96935	97085	96910	97075	12652	52702	1
2019.04.23	12:55:00	97075	97125	97015	97030	15306	68464	1
2019.04.23	13:00:00	97025	97095	96970	97000	14612	64693	1
2019.04.23	13:05:00	97000	97060	96885	96945	14116	60369	1
2019.04.23	13:10:00	96950	96970	96875	96970	10074	43768	1
2019.04.23	13:15:00	96965	97015	96900	96940	12627	61504	1
2019.04.23	13:20:00	96935	96995	96905	96980	6869	34503	1
2019.04.23	13:25:00	96980	97040	96900	96905	13070	53520	1
2019.04.23	13:30:00	96905	96945	96815	96860	14738	53872	1
2019.04.23	13:35:00	96865	96925	96825	96900	8059	29880	1
2019.04.23	13:40:00	96905	96970	96815	96825	12833	50335	1
2019.04.23	13:45:00	96825	96920	96820	96875	9305	37230	1
2019.04.23	13:50:00	96870	96960	96855	96930	6517	24983	1
2019.04.23	13:55:00	96930	96995	96910	96975	8873	37238	1
2019.04.23	14:00:00	96970	96980	96895	96915	5615	23983	1
2019.04.23	14:05:00	96910	96960	96875	96915	6849	28426	1
2019.04.23	14:10:00	96920	97030	96870	96895	14846	60492	1
2019.04.23	14:15:00	96890	96900	96725	96775	16554	64072	1
2019.04.23	14:20:00	96775	96805	96680	96750	13839	49380	1
2019.04.23	14:25:00	96755	96770	96685	96700	7622	31093	1
2019.04.23	14:30:00	96700	96790	96635	96745	15277	60897	1
2019.04.23	14:35:00	96740	96770	96625	96655	11901	47070	1
2019.04.23	14:40:00	96655	96695	96610	96665	9144	35432	1
2019.04.23	14:45:00	96665	96845	96650	96770	21706	85339	1
2019.04.23	14:50:00	96770	96825	96685	96755	16189	62360	1
2019.04.23	14:55:00	96755	96820	96705	96765	9727	39151	1
2019.04.23	15:00:00	96765	96885	96700	96875	16044	60237	1
2019.04.23	15:05:00	96870	96965	96855	96935	13399	50798	1
2019.04.23	15:10:00	96935	97070	96900	96915	20211	78895	1
2019.04.23	15:15:00	96920	96920	96835	96910	13264	52590	1
2019.04.23	15:20:00	96910	96945	96655	96725	24100	96569	1
2019.04.23	15:25:00	96720	96725	96540	96675	21809	86516	1
2019.04.23	15:30:00	96680	96715	96545	96595	14099	55472	1
2019.04.23	15:35:00	96595	96780	96555	96685	18062	70394	1
2019.04.23	15:40:00	96685	96830	96640	96730	14723	58053	1
2019.04.23	15:45:00	96730	96790	96670	96700	9316	36644	1
2019.04.23	15:50:00	96700	96835	96670	96815	16693	66408	1
2019.04.23	15:55:00	96815	97030	96790	97025	22426	90280	1
2019.04.23	16:00:00	97025	97025	96795	96815	15554	62008	1
2019.04.23	16:05:00	96820	96820	96675	96695	17255	65655	1
2019.04.23	16:10:00	96695	96770	96640	96750	13165	50811	1
2019.04.23	16:15:00	96750	96850	96725	96820	12913	49828	1
2019.04.23	16:20:00	96820	96875	96780	96795	10861	41443	1
2019.04.23	16:25:00	96795	96845	96650	96690	12935	54285	1
2019.04.23	16:30:00	96685	96695	96610	96620	12366	49379	1
2019.04.23	16:35:00	96625	96660	96575	96625	10040	40649	1
2019.04.23	16:40:00	96630	96720	96585	96655	13680	50570	1
2019.04.23	16:45:00	96655	96655	96490	96595	18336	75457	1
2019.04.23	16:50:00	96600	96635	96520	96550	11277	45414	1
2019.04.23	16:55:00	96545	96665	96465	96610	17921	70768	1
2019.04.23	17:00:00	96610	96770	96600	96760	13629	56319	1
2019.04.23	17:05:00	96765	96795	96720	96755	9893	38588	1
2019.04.23	17:10:00	96760	96770	96645	96660	8864	35233	1
2019.04.23	17:15:00	96660	96690	96625	96635	4306	17648	1
2019.04.23	17:20:00	96635	96720	96600	96705	6413	27789	1
2019.04.23	17:25:00	96700	96725	96670	96715	3736	16276	1
2019.04.23	17:30:00	96720	96755	96710	96745	3582	14701	1
2019.04.23	17:35:00	96740	96785	96670	96745	6687	22608	1
2019.04.23	17:40:00	96740	96770	96705	96725	4954	14397	1
2019.04.23	17:45:00	96725	96760	96700	96760	3423	12032	1
2019.04.23	17:50:00	96750	96760	96700	96720	3414	17395	1
2019.04.24	09:00:00	97100	97210	97020	97075	16980	57696	1
2019.04.24	09:05:00	97075	97170	97015	97155	18373	56762	1
2019.04.24	09:10:00	97150	97190	97075	97090	12896	38485	1
2019.04.24	09:15:00	97095	97160	96925	97000	30430	92747	1
2019.04.24	09:20:00	96995	97015	96890	96930	19240	56069	1
2019.04.24	09:25:00	96930	96980	96890	96965	11594	36487	1
2019.04.24	09:30:00	96970	97020	96815	96865	27182	87094	1
2019.04.24	09:35:00	96865	96940	96835	96890	15158	45433	1
2019.04.24	09:40:00	96895	96950	96800	96850	19220	63316	1
2019.04.24	09:45:00	96850	96945	96815	96940	13901	46018	1
2019.04.24	09:50:00	96940	96970	96860	96895	19789	63204	1
2019.04.24	09:55:00	96900	96900	96570	96625	38975	130643	1
2019.04.24	10:00:00	96630	96635	96465	96550	32923	107073	1
2019.04.24	10:05:00	96550	96585	96245	96375	47551	155388	1
2019.04.24	10:10:00	96370	96385	96190	96280	28548	97895	1
2019.04.24	10:15:00	96280	96445	96265	96330	25859	95091	1
2019.04.24	10:20:00	96330	96420	96220	96355	27083	92265	1
2019.04.24	10:25:00	96355	96455	96280	96325	20536	77349	1
2019.04.24	10:30:00	96330	96370	95920	96015	53619	195298	1
2019.04.24	10:35:00	96020	96045	95660	95680	42653	166601	1
2019.04.24	10:40:00	95690	95780	95475	95560	43265	163201	1
2019.04.24	10:45:00	95560	95640	95455	95515	26720	100392	1
2019.04.24	10:50:00	95515	95690	95430	95635	30728	121463	1
2019.04.24	10:55:00	95630	95790	95615	95775	24891	93933	1
2019.04.24	11:00:00	95770	95775	95635	95710	16660	69208	1
2019.04.24	11:05:00	95710	95720	95520	95590	20143	76377	1
2019.04.24	11:10:00	95590	95605	95240	95360	35325	140908	1
2019.04.24	11:15:00	95360	95390	95165	95295	25723	97585	1
2019.04.24	11:20:00	95295	95325	95210	95270	14511	57975	1
2019.04.24	11:25:00	95275	95440	95260	95355	23105	91680	1
2019.04.24	11:30:00	95350	95520	95290	95400	23079	92258	1
2019.04.24	11:35:00	95400	95545	95390	95460	15705	68724	1
2019.04.24	11:40:00	95460	95555	95200	95310	28481	113728	1
2019.04.24	11:45:00	95310	95440	95300	95400	14401	61427	1
2019.04.24	11:50:00	95395	95425	95275	95360	14442	62826	1
2019.04.24	11:55:00	95360	95475	95330	95350	16487	67268	1
2019.04.24	12:00:00	95350	95390	95300	95345	11573	50689	1
2019.04.24	12:05:00	95345	95395	95330	95345	8695	42840	1
2019.04.24	12:10:00	95340	95365	95005	95105	31607	126108	1
2019.04.24	12:15:00	95100	95205	95060	95175	13900	56162	1
2019.04.24	12:20:00	95175	95260	95145	95255	11744	51128	1
2019.04.24	12:25:00	95250	95335	95225	95270	12614	50142	1
2019.04.24	12:30:00	95275	95395	95235	95355	16295	64386	1
2019.04.24	12:35:00	95355	95430	95335	95380	12289	55468	1
2019.04.24	12:40:00	95375	95465	95365	95400	11185	47660	1
2019.04.24	12:45:00	95400	95465	95295	95315	16026	67972	1
2019.04.24	12:50:00	95315	95345	95210	95265	16120	62100	1
2019.04.24	12:55:00	95270	95380	95210	95310	13724	52634	1
2019.04.24	13:00:00	95310	95315	95175	95230	16765	67125	1
2019.04.24	13:05:00	95230	95245	95155	95185	12794	57592	1
2019.04.24	13:10:00	95190	95230	95145	95205	10799	45112	1
2019.04.24	13:15:00	95205	95320	95195	95270	11953	46653	1
2019.04.24	13:20:00	95275	95335	95250	95300	6595	23828	1
2019.04.24	13:25:00	95300	95400	95290	95330	12016	43191	1
2019.04.24	13:30:00	95325	95355	95250	95275	11064	41289	1
2019.04.24	13:35:00	95280	95330	95235	95245	7287	30088	1
2019.04.24	13:40:00	95250	95285	95135	95155	14261	51689	1
2019.04.24	13:45:00	95160	95210	95075	95085	14829	57610	1
2019.04.24	13:50:00	95085	95110	94815	94865	28063	106467	1
2019.04.24	13:55:00	94860	94955	94810	94890	16940	63063	1
2019.04.24	14:00:00	94890	94995	94835	94995	14133	53802	1
2019.04.24	14:05:00	94985	95005	94875	94990	13360	52097	1
2019.04.24	14:10:00	94995	95035	94960	95005	12508	58987	1
2019.04.24	14:15:00	95000	95015	94900	95015	15159	62596	1
2019.04.24	14:20:00	95015	95140	95000	95140	17477	67220	1
2019.04.24	14:25:00	95140	95165	95080	95110	11231	47988	1
2019.04.24	14:30:00	95110	95210	95040	95170	16948	67813	1
2019.04.24	14:35:00	95170	95240	95130	95210	11869	50070	1
2019.04.24	14:40:00	95215	95225	95085	95100	11804	50680	1
2019.04.24	14:45:00	95105	95150	94925	95015	23017	93607	1
2019.04.24	14:50:00	95010	95120	94985	95110	11595	51674	1
2019.04.24	14:55:00	95115	95280	95110	95255	19605	83045	1
2019.04.24	15:00:00	95260	95300	95220	95265	14126	63767	1
2019.04.24	15:05:00	95260	95360	95240	95320	13697	59532	1
2019.04.24	15:10:00	95315	95395	95260	95340	12084	55774	1
2019.04.24	15:15:00	95340	95385	95270	95365	10044	46541	1
2019.04.24	15:20:00	95370	95370	95160	95170	15857	74417	1
2019.04.24	15:25:00	95175	95235	95125	95190	15623	68537	1
2019.04.24	15:30:00	95195	95260	95135	95160	15544	71432	1
2019.04.24	15:35:00	95155	95190	95065	95070	13416	58504	1
2019.04.24	15:40:00	95070	95225	95065	95220	11607	47427	1
2019.04.24	15:45:00	95215	95350	95215	95290	13288	54831	1
2019.04.24	15:50:00	95290	95310	95235	95285	8528	36675	1
2019.04.24	15:55:00	95290	95290	95165	95255	13155	58070	1
2019.04.24	16:00:00	95255	95305	95225	95240	8513	34592	1
2019.04.24	16:05:00	95240	95295	95210	95270	5843	24417	1
2019.04.24	16:10:00	95270	95310	95230	95280	5778	23171	1
2019.04.24	16:15:00	95280	95365	95200	95305	13062	56663	1
2019.04.24	16:20:00	95305	95380	95275	95360	9414	42137	1
2019.04.24	16:25:00	95365	95565	95325	95535	18476	79576	1
2019.04.24	16:30:00	95535	95585	95470	95525	13721	62043	1
2019.04.24	16:35:00	95525	95665	95520	95595	13618	61439	1
2019.04.24	16:40:00	95590	95710	95590	95635	11029	46922	1
2019.04.24	16:45:00	95640	95680	95485	95510	16147	69853	1
2019.04.24	16:50:00	95510	95550	95410	95480	14176	64550	1
2019.04.24	16:55:00	95485	95725	95475	95590	21525	90480	1
2019.04.24	17:00:00	95585	95695	95580	95635	8742	36972	1
2019.04.24	17:05:00	95640	95740	95585	95715	9931	43073	1
2019.04.24	17:10:00	95710	95835	95685	95815	13313	58692	1
2019.04.24	17:15:00	95815	95820	95740	95785	5766	33372	1
2019.04.24	17:20:00	95780	95795	95720	95740	4451	22245	1
2019.04.24	17:25:00	95740	95770	95680	95760	4983	29507	1
2019.04.24	17:30:00	95765	95800	95725	95760	4837	26059	1
2019.04.24	17:35:00	95755	95795	95730	95780	2591	13663	1
2019.04.24	17:40:00	95780	95795	95750	95775	4292	13253	1
2019.04.24	17:45:00	95775	95795	95745	95775	3056	10485	1
2019.04.24	17:50:00	95765	95815	95710	95815	3939	17161	1
2019.04.25	09:00:00	95995	96000	95830	95855	11185	39079	1
2019.04.25	09:05:00	95855	95880	95680	95690	21517	68032	1
2019.04.25	09:10:00	95690	95735	95575	95715	21145	66600	1
2019.04.25	09:15:00	95715	95970	95695	95885	27139	87192	1
2019.04.25	09:20:00	95890	95895	95620	95655	21532	68698	1
2019.04.25	09:25:00	95650	95665	95470	95490	25126	84914	1
2019.04.25	09:30:00	95495	95610	95445	95525	24805	76021	1
2019.04.25	09:35:00	95525	95665	95510	95590	20599	63871	1
2019.04.25	09:40:00	95595	95685	95410	95510	24815	81111	1
2019.04.25	09:45:00	95505	95575	95385	95425	24519	86394	1
2019.04.25	09:50:00	95425	95465	95345	95430	16661	51919	1
2019.04.25	09:55:00	95430	95550	95375	95430	19958	63237	1
2019.04.25	10:00:00	95435	95545	95240	95245	28870	97720	1
2019.04.25	10:05:00	95245	95480	95230	95465	27267	97530	1
2019.04.25	10:10:00	95470	95530	95330	95445	30481	108400	1
2019.04.25	10:15:00	95445	95455	95185	95245	29503	115255	1
2019.04.25	10:20:00	95235	95345	95200	95285	20492	79083	1
2019.04.25	10:25:00	95285	95490	95280	95410	31045	113858	1
2019.04.25	10:30:00	95410	95415	95035	95050	40731	148996	1
2019.04.25	10:35:00	95050	95165	94885	95165	36416	135081	1
2019.04.25	10:40:00	95170	95220	94955	95020	33624	115005	1
2019.04.25	10:45:00	95020	95160	94970	95085	19946	77659	1
2019.04.25	10:50:00	95080	95165	94980	94980	17571	66959	1
2019.04.25	10:55:00	94980	95075	94830	95030	34614	121593	1
2019.04.25	11:00:00	95035	95310	95005	95180	33439	127925	1
2019.04.25	11:05:00	95180	95375	95110	95360	25700	93480	1
2019.04.25	11:10:00	95365	95500	95250	95295	30967	116441	1
2019.04.25	11:15:00	95300	95360	95125	95280	27320	100108	1
2019.04.25	11:20:00	95280	95425	95250	95355	23840	89708	1
2019.04.25	11:25:00	95360	95570	95345	95475	30540	112190	1
2019.04.25	11:30:00	95475	95590	95390	95470	23655	87916	1
2019.04.25	11:35:00	95470	95585	95460	95565	14389	55766	1
2019.04.25	11:40:00	95565	95695	95530	95690	21853	83747	1
2019.04.25	11:45:00	95690	96000	95690	95930	38540	152454	1
2019.04.25	11:50:00	95930	96345	95925	96190	45394	181035	1
2019.04.25	11:55:00	96185	96390	96115	96300	29102	114532	1
2019.04.25	12:00:00	96300	96550	96290	96480	35000	130555	1
2019.04.25	12:05:00	96475	96610	96410	96530	26657	100954	1
2019.04.25	12:10:00	96535	96585	96420	96440	14734	56378	1
2019.04.25	12:15:00	96445	96480	96340	96395	18540	76425	1
2019.04.25	12:20:00	96400	96760	96395	96750	27938	100467	1
2019.04.25	12:25:00	96750	96850	96630	96640	21718	81019	1
2019.04.25	12:30:00	96640	96725	96550	96580	18632	72358	1
2019.04.25	12:35:00	96580	96750	96560	96690	11906	46144	1
2019.04.25	12:40:00	96685	96815	96605	96640	14834	58309	1
2019.04.25	12:45:00	96640	96670	96450	96585	18190	69314	1
2019.04.25	12:50:00	96580	96735	96580	96640	12094	46063	1
2019.04.25	12:55:00	96640	96725	96555	96565	9027	34769	1
2019.04.25	13:00:00	96565	96625	96515	96525	8345	34854	1
2019.04.25	13:05:00	96520	96605	96460	96490	8650	33452	1
2019.04.25	13:10:00	96490	96560	96465	96545	6726	26381	1
2019.04.25	13:15:00	96540	96640	96485	96620	10228	39375	1
2019.04.25	13:20:00	96615	96720	96580	96705	10348	38549	1
2019.04.25	13:25:00	96705	96740	96630	96685	9839	34306	1
2019.04.25	13:30:00	96680	96690	96590	96640	8050	31872	1
2019.04.25	13:35:00	96645	96725	96610	96650	7266	31381	1
2019.04.25	13:40:00	96650	96730	96615	96705	6939	33274	1
2019.04.25	13:45:00	96710	96795	96670	96760	11197	42863	1
2019.04.25	13:50:00	96760	96885	96725	96835	13783	52488	1
2019.04.25	13:55:00	96835	96920	96810	96820	11429	43231	1
2019.04.25	14:00:00	96820	96835	96725	96730	10969	40803	1
2019.04.25	14:05:00	96725	96760	96695	96730	7487	29229	1
2019.04.25	14:10:00	96735	96775	96630	96665	10721	38575	1
2019.04.25	14:15:00	96670	96715	96500	96525	14142	56513	1
2019.04.25	14:20:00	96525	96595	96480	96585	12214	52598	1
2019.04.25	14:25:00	96585	96645	96540	96540	10677	40955	1
2019.04.25	14:30:00	96540	96580	96435	96560	16547	61958	1
2019.04.25	14:35:00	96555	96595	96470	96525	8119	31371	1
2019.04.25	14:40:00	96520	96665	96490	96600	13218	49600	1
2019.04.25	14:45:00	96600	96695	96590	96670	8717	32939	1
2019.04.25	14:50:00	96670	96725	96610	96645	10903	40241	1
2019.04.25	14:55:00	96645	96720	96625	96650	9045	33612	1
2019.04.25	15:00:00	96650	96705	96605	96620	9925	36028	1
2019.04.25	15:05:00	96620	96645	96505	96585	12689	47850	1
2019.04.25	15:10:00	96580	96695	96540	96685	10735	38986	1
2019.04.25	15:15:00	96690	96765	96635	96750	14327	51013	1
2019.04.25	15:20:00	96750	96760	96660	96715	10287	37907	1
2019.04.25	15:25:00	96720	96760	96600	96655	14187	51480	1
2019.04.25	15:30:00	96655	96695	96565	96570	10681	46547	1
2019.04.25	15:35:00	96570	96600	96530	96575	8168	30098	1
2019.04.25	15:40:00	96580	96985	96580	96885	29821	113087	1
2019.04.25	15:45:00	96885	96935	96830	96890	13784	51073	1
2019.04.25	15:50:00	96890	97000	96875	96930	15296	55740	1
2019.04.25	15:55:00	96930	97020	96885	96920	13439	52934	1
2019.04.25	16:00:00	96920	97030	96890	96960	12618	50859	1
2019.04.25	16:05:00	96955	96970	96890	96940	10318	42876	1
2019.04.25	16:10:00	96935	96980	96855	96895	10925	43419	1
2019.04.25	16:15:00	96895	97000	96880	96935	9640	40230	1
2019.04.25	16:20:00	96925	96955	96860	96915	7424	32294	1
2019.04.25	16:25:00	96910	96975	96880	96930	7129	31656	1
2019.04.25	16:30:00	96930	97020	96905	96990	9474	39711	1
2019.04.25	16:35:00	96995	97070	96975	97025	14393	59688	1
2019.04.25	16:40:00	97020	97090	97000	97080	7453	32738	1
2019.04.25	16:45:00	97075	97170	97070	97125	14168	59122	1
2019.04.25	16:50:00	97130	97165	97000	97015	12989	54712	1
2019.04.25	16:55:00	97010	97125	97005	97100	11707	51779	1
2019.04.25	17:00:00	97100	97195	97065	97155	10791	46148	1
2019.04.25	17:05:00	97155	97200	97130	97175	7038	28454	1
2019.04.25	17:10:00	97170	97220	97135	97140	7278	31002	1
2019.04.25	17:15:00	97140	97180	97130	97160	3157	14570	1
2019.04.25	17:20:00	97160	97185	97110	97130	4399	18335	1
2019.04.25	17:25:00	97130	97140	97085	97125	3334	15901	1
2019.04.25	17:30:00	97120	97130	97080	97115	3049	12198	1
2019.04.25	17:35:00	97120	97135	97100	97105	2304	8199	1
2019.04.25	17:40:00	97115	97260	97105	97225	8087	23335	1
2019.04.25	17:45:00	97230	97230	97120	97140	3880	14270	1
2019.04.25	17:50:00	97150	97155	97020	97090	3471	15377	1
